sampler,fold,Base,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ration,ic.m0
Latin Hypercube (nn),59,0.98125,0.9822916666666667,0.921875,0.978125,0.975,0.98125
Latin Hypercube (rnd),0,0.9677083333333333,0.965625,0.8947916666666667,0.9625,0.9427083333333334,0.96875
Latin Hypercube (rnd),1,0.984375,0.9614583333333333,0.9083333333333333,0.978125,0.9625,0.9864583333333333
Latin Hypercube (rnd),2,0.9708333333333333,0.96875,0.9010416666666666,0.9614583333333333,0.9385416666666667,0.971875
Latin Hypercube (rnd),3,0.9760416666666667,0.9625,0.9135416666666667,0.975,0.95625,0.9739583333333334
Latin Hypercube (rnd),4,0.978125,0.9677083333333333,0.903125,0.9739583333333334,0.946875,0.9760416666666667
Latin Hypercube (rnd),5,0.9729166666666667,0.965625,0.89375,0.9645833333333333,0.9395833333333333,0.9708333333333333
Latin Hypercube (rnd),6,0.9760416666666667,0.9760416666666667,0.903125,0.96875,0.959375,0.9729166666666667
Latin Hypercube (rnd),7,0.9697916666666667,0.9625,0.89375,0.9625,0.940625,0.9677083333333333
Latin Hypercube (rnd),8,0.9791666666666666,0.96875,0.8958333333333334,0.9729166666666667,0.9604166666666667,0.9770833333333333
Latin Hypercube (rnd),9,0.9802083333333333,0.9697916666666667,0.9052083333333333,0.9791666666666666,0.9604166666666667,0.975
Latin Hypercube (rnd),10,0.965625,0.9583333333333334,0.8875,0.9614583333333333,0.9520833333333333,0.9645833333333333
Latin Hypercube (rnd),11,0.9822916666666667,0.9697916666666667,0.9114583333333334,0.9760416666666667,0.9447916666666667,0.9822916666666667
Latin Hypercube (rnd),12,0.9729166666666667,0.9697916666666667,0.9125,0.9708333333333333,0.9447916666666667,0.9760416666666667
Latin Hypercube (rnd),13,0.9708333333333333,0.9625,0.9,0.9677083333333333,0.94375,0.975
Latin Hypercube (rnd),14,0.9729166666666667,0.9604166666666667,0.8895833333333333,0.971875,0.9552083333333333,0.9697916666666667
Latin Hypercube (rnd),15,0.978125,0.96875,0.9052083333333333,0.9708333333333333,0.9479166666666666,0.9770833333333333
Latin Hypercube (rnd),16,0.975,0.9645833333333333,0.896875,0.9739583333333334,0.953125,0.9708333333333333
Latin Hypercube (rnd),17,0.975,0.9614583333333333,0.8989583333333333,0.9697916666666667,0.9489583333333333,0.975
Latin Hypercube (rnd),18,0.9822916666666667,0.9739583333333334,0.9,0.98125,0.9510416666666667,0.9833333333333333
Latin Hypercube (rnd),19,0.978125,0.9614583333333333,0.915625,0.9708333333333333,0.946875,0.9708333333333333
Latin Hypercube (rnd),20,0.9697916666666667,0.9583333333333334,0.896875,0.96875,0.946875,0.96875
Latin Hypercube (rnd),21,0.9739583333333334,0.971875,0.903125,0.9677083333333333,0.9541666666666667,0.9739583333333334
Latin Hypercube (rnd),22,0.9760416666666667,0.9635416666666666,0.896875,0.971875,0.95625,0.9760416666666667
Latin Hypercube (rnd),23,0.9739583333333334,0.9625,0.8916666666666667,0.96875,0.946875,0.971875
Latin Hypercube (rnd),24,0.9822916666666667,0.9604166666666667,0.9010416666666666,0.975,0.95,0.975
Latin Hypercube (rnd),25,0.9739583333333334,0.965625,0.9083333333333333,0.96875,0.9458333333333333,0.9697916666666667
Latin Hypercube (rnd),26,0.975,0.959375,0.9020833333333333,0.9697916666666667,0.9510416666666667,0.9739583333333334
Latin Hypercube (rnd),27,0.9791666666666666,0.9625,0.8989583333333333,0.9739583333333334,0.953125,0.9760416666666667
Latin Hypercube (rnd),28,0.975,0.965625,0.903125,0.9739583333333334,0.9583333333333334,0.975
Latin Hypercube (rnd),29,0.9708333333333333,0.96875,0.9020833333333333,0.9625,0.95,0.971875
Latin Hypercube (rnd),30,0.9708333333333333,0.9583333333333334,0.8979166666666667,0.9677083333333333,0.94375,0.96875
Latin Hypercube (rnd),31,0.9770833333333333,0.9729166666666667,0.9020833333333333,0.9697916666666667,0.946875,0.9791666666666666
Latin Hypercube (rnd),32,0.9802083333333333,0.9697916666666667,0.9052083333333333,0.978125,0.959375,0.9802083333333333
Latin Hypercube (rnd),33,0.978125,0.975,0.903125,0.978125,0.9458333333333333,0.975
Latin Hypercube (rnd),34,0.9760416666666667,0.9645833333333333,0.8947916666666667,0.975,0.9510416666666667,0.9791666666666666
Latin Hypercube (rnd),35,0.9760416666666667,0.9604166666666667,0.8916666666666667,0.971875,0.9510416666666667,0.975
Latin Hypercube (rnd),36,0.9791666666666666,0.9739583333333334,0.890625,0.975,0.9520833333333333,0.9791666666666666
Latin Hypercube (rnd),37,0.9739583333333334,0.965625,0.8947916666666667,0.971875,0.9416666666666667,0.96875
Latin Hypercube (rnd),38,0.9739583333333334,0.9708333333333333,0.9010416666666666,0.96875,0.953125,0.9708333333333333
Latin Hypercube (rnd),39,0.96875,0.9625,0.896875,0.9708333333333333,0.9416666666666667,0.975
Latin Hypercube (rnd),40,0.9739583333333334,0.96875,0.8979166666666667,0.9708333333333333,0.9552083333333333,0.9760416666666667
Latin Hypercube (rnd),41,0.9802083333333333,0.9635416666666666,0.9208333333333333,0.978125,0.9489583333333333,0.9791666666666666
Latin Hypercube (rnd),42,0.9822916666666667,0.9625,0.9010416666666666,0.9760416666666667,0.9625,0.9791666666666666
Latin Hypercube (rnd),43,0.9666666666666667,0.9604166666666667,0.896875,0.9614583333333333,0.934375,0.96875
Latin Hypercube (rnd),44,0.9739583333333334,0.9666666666666667,0.9052083333333333,0.9729166666666667,0.9458333333333333,0.9739583333333334
Latin Hypercube (rnd),45,0.98125,0.9708333333333333,0.903125,0.971875,0.9541666666666667,0.978125
Latin Hypercube (rnd),46,0.96875,0.9697916666666667,0.8979166666666667,0.965625,0.9489583333333333,0.96875
Latin Hypercube (rnd),47,0.9833333333333333,0.9677083333333333,0.9145833333333333,0.9802083333333333,0.9520833333333333,0.9833333333333333
Latin Hypercube (rnd),48,0.9729166666666667,0.9635416666666666,0.890625,0.9677083333333333,0.9489583333333333,0.9760416666666667
Latin Hypercube (rnd),49,0.9760416666666667,0.971875,0.9010416666666666,0.9708333333333333,0.9541666666666667,0.978125
Latin Hypercube (rnd),50,0.9739583333333334,0.96875,0.890625,0.9739583333333334,0.946875,0.9760416666666667
Latin Hypercube (rnd),51,0.96875,0.965625,0.8989583333333333,0.96875,0.94375,0.971875
Latin Hypercube (rnd),52,0.975,0.9697916666666667,0.896875,0.9697916666666667,0.9479166666666666,0.975
Latin Hypercube (rnd),53,0.98125,0.9645833333333333,0.896875,0.9770833333333333,0.9572916666666667,0.978125
Latin Hypercube (rnd),54,0.9760416666666667,0.9666666666666667,0.884375,0.96875,0.9489583333333333,0.9770833333333333
Latin Hypercube (rnd),55,0.9739583333333334,0.9635416666666666,0.90625,0.9677083333333333,0.9572916666666667,0.9729166666666667
Latin Hypercube (rnd),56,0.9770833333333333,0.9708333333333333,0.9125,0.9760416666666667,0.9520833333333333,0.975
Latin Hypercube (rnd),57,0.975,0.9614583333333333,0.8927083333333333,0.9708333333333333,0.9375,0.971875
Latin Hypercube (rnd),58,0.9770833333333333,0.9708333333333333,0.9,0.9708333333333333,0.965625,0.978125
Latin Hypercube (rnd),59,0.9854166666666667,0.9645833333333333,0.9104166666666667,0.9833333333333333,0.9572916666666667,0.9791666666666666
