run,dimensions,sample_n,sampler,dh
10,5,100,Hilbert curve 0.5,2.116670219068531
10,5,316,Latin Hypercube,1.6212776173002765
10,5,316,Random walk,3.219522395275114
10,5,316,Hilbert curve 0.1,1.6497090950636977
10,5,316,Hilbert curve 0.3,1.6122663496650205
10,5,316,Hilbert curve 0.5,1.6736535259127938
10,5,1000,Latin Hypercube,1.2742569679260363
10,5,1000,Random walk,4.079529311366014
10,5,1000,Hilbert curve 0.1,1.290802085752281
10,5,1000,Hilbert curve 0.3,1.2801296973647354
10,5,1000,Hilbert curve 0.5,1.3655978110796245
10,10,100,Latin Hypercube,5.039502861315653
10,10,100,Random walk,7.78854329475221
10,10,100,Hilbert curve 0.1,5.224414023759105
10,10,100,Hilbert curve 0.3,4.977330014953355
10,10,100,Hilbert curve 0.5,4.921499075647125
10,10,316,Latin Hypercube,4.439337161782606
10,10,316,Random walk,7.640108029872168
10,10,316,Hilbert curve 0.1,4.5497110224196335
10,10,316,Hilbert curve 0.3,4.3246164209840625
10,10,316,Hilbert curve 0.5,4.366652761088003
10,10,1000,Latin Hypercube,3.8799286209442805
10,10,1000,Random walk,7.510631411271505
10,10,1000,Hilbert curve 0.1,3.9678278545106127
10,10,1000,Hilbert curve 0.3,3.798758195501429
10,10,1000,Hilbert curve 0.5,3.888000295028268
10,20,100,Latin Hypercube,9.933231476408114
10,20,100,Random walk,12.213961966675484
10,20,100,Hilbert curve 0.1,10.278890471024951
10,20,100,Hilbert curve 0.3,9.693501458401395
10,20,100,Hilbert curve 0.5,9.416033170974165
10,20,316,Latin Hypercube,9.232702845543583
10,20,316,Random walk,12.715739468098425
10,20,316,Hilbert curve 0.1,9.47306878971722
10,20,316,Hilbert curve 0.3,8.960755641122278
10,20,316,Hilbert curve 0.5,8.788449652928659
10,20,1000,Latin Hypercube,8.596335673811915
10,20,1000,Random walk,12.15410321786642
10,20,1000,Hilbert curve 0.1,8.75893174839842
10,20,1000,Hilbert curve 0.3,8.294306199323927
10,20,1000,Hilbert curve 0.5,8.221170570446366
11,5,100,Latin Hypercube,2.0610342201402974
11,5,100,Random walk,4.152518828099753
11,5,100,Hilbert curve 0.1,2.143503106903218
11,5,100,Hilbert curve 0.3,2.063673357397095
11,5,100,Hilbert curve 0.5,2.0859760810615495
11,5,316,Latin Hypercube,1.6136540530100374
11,5,316,Random walk,4.405302944521107
11,5,316,Hilbert curve 0.1,1.6672824731809845
11,5,316,Hilbert curve 0.3,1.609438840933785
11,5,316,Hilbert curve 0.5,1.6817876934320102
11,5,1000,Latin Hypercube,1.264589032146505
11,5,1000,Random walk,3.848516465891384
11,5,1000,Hilbert curve 0.1,1.3002011839638705
11,5,1000,Hilbert curve 0.3,1.2737997876498568
11,5,1000,Hilbert curve 0.5,1.396842266810419
11,10,100,Latin Hypercube,5.06985115196946
11,10,100,Random walk,7.601690376265717
11,10,100,Hilbert curve 0.1,5.237776091978481
11,10,100,Hilbert curve 0.3,4.981913300563065
11,10,100,Hilbert curve 0.5,4.90601096394912
11,10,316,Latin Hypercube,4.417231261932595
11,10,316,Random walk,7.582769650098042
11,10,316,Hilbert curve 0.1,4.54917696837923
11,10,316,Hilbert curve 0.3,4.341417385357778
11,10,316,Hilbert curve 0.5,4.37010624276833
11,10,1000,Latin Hypercube,3.8797155726889656
11,10,1000,Random walk,7.124440871695921
11,10,1000,Hilbert curve 0.1,3.9659760369147965
11,10,1000,Hilbert curve 0.3,3.8113002322840557
11,10,1000,Hilbert curve 0.5,3.890580115028865
11,20,100,Latin Hypercube,9.949037270891145
11,20,100,Random walk,12.667935827850561
11,20,100,Hilbert curve 0.1,10.281348570739805
11,20,100,Hilbert curve 0.3,9.644638312359218
11,20,100,Hilbert curve 0.5,9.42887728034367
11,20,316,Latin Hypercube,9.253412723589037
11,20,316,Random walk,12.608059467807783
11,20,316,Hilbert curve 0.1,9.469351545756583
11,20,316,Hilbert curve 0.3,8.946161765891164
11,20,316,Hilbert curve 0.5,8.806412349614037
11,20,1000,Latin Hypercube,8.60234555782101
11,20,1000,Random walk,12.359688042889648
11,20,1000,Hilbert curve 0.1,8.764649275876302
11,20,1000,Hilbert curve 0.3,8.29744359655531
11,20,1000,Hilbert curve 0.5,8.218838571449815
12,5,100,Latin Hypercube,2.068598113546355
12,5,100,Random walk,4.134154017017807
12,5,100,Hilbert curve 0.1,2.2252392451669265
12,5,100,Hilbert curve 0.3,2.0403152098460158
12,5,100,Hilbert curve 0.5,2.1031618917419848
12,5,316,Latin Hypercube,1.614133912308304
12,5,316,Random walk,4.05286109781432
12,5,316,Hilbert curve 0.1,1.6673699763816383
12,5,316,Hilbert curve 0.3,1.590429841633779
12,5,316,Hilbert curve 0.5,1.6952802197278625
12,5,1000,Latin Hypercube,1.2654763953079633
12,5,1000,Random walk,3.3622186193091625
