test_id,function,dimensions,sample_n,sampler,feature,value,n
357,21,10,100,Latin Hypercube (rnd),t.ic.calculate,0.6454744000002393,1000
358,22,10,100,Latin Hypercube (rnd),t.generation,0.000531300000147894,1000
358,22,10,100,Latin Hypercube (rnd),t.ic.calculate,0.6269286999995529,1000
359,23,10,100,Latin Hypercube (rnd),t.generation,0.0005314999980328139,1000
359,23,10,100,Latin Hypercube (rnd),t.ic.calculate,0.6613894000001892,1000
360,24,10,100,Latin Hypercube (rnd),t.generation,0.0005631999993056525,1000
360,24,10,100,Latin Hypercube (rnd),t.ic.calculate,0.7058588999971107,1000
361,1,10,100,Hilbert Curve,t.generation,0.023002699999778997,1000
361,1,10,100,Hilbert Curve,t.ic.calculate,0.7021985000028508,1000
362,2,10,100,Hilbert Curve,t.generation,0.0228447999979835,1000
362,2,10,100,Hilbert Curve,t.ic.calculate,0.9927930000012566,1000
363,3,10,100,Hilbert Curve,t.generation,0.022889699997904245,1000
363,3,10,100,Hilbert Curve,t.ic.calculate,0.7402540999974008,1000
364,4,10,100,Hilbert Curve,t.generation,0.022381899998435983,1000
364,4,10,100,Hilbert Curve,t.ic.calculate,0.7720014000005904,1000
365,5,10,100,Hilbert Curve,t.generation,0.02240929999970831,1000
365,5,10,100,Hilbert Curve,t.ic.calculate,0.6963761000006343,1000
366,6,10,100,Hilbert Curve,t.generation,0.0224235999994562,1000
366,6,10,100,Hilbert Curve,t.ic.calculate,0.8985573999998451,1000
367,7,10,100,Hilbert Curve,t.generation,0.022674100000585895,1000
367,7,10,100,Hilbert Curve,t.ic.calculate,0.7628196999976353,1000
368,8,10,100,Hilbert Curve,t.generation,0.022802800001954893,1000
368,8,10,100,Hilbert Curve,t.ic.calculate,0.885320800000045,1000
369,9,10,100,Hilbert Curve,t.generation,0.023148499996750616,1000
369,9,10,100,Hilbert Curve,t.ic.calculate,0.8827823000028729,1000
370,10,10,100,Hilbert Curve,t.generation,0.022873300000355812,1000
370,10,10,100,Hilbert Curve,t.ic.calculate,0.9829100999995717,1000
371,11,10,100,Hilbert Curve,t.generation,0.022586600000067847,1000
371,11,10,100,Hilbert Curve,t.ic.calculate,0.9733741999989434,1000
372,12,10,100,Hilbert Curve,t.generation,0.022626100002526073,1000
372,12,10,100,Hilbert Curve,t.ic.calculate,1.064409299997351,1000
373,13,10,100,Hilbert Curve,t.generation,0.022809999998571584,1000
373,13,10,100,Hilbert Curve,t.ic.calculate,0.757202500000858,1000
374,14,10,100,Hilbert Curve,t.generation,0.022821799997473136,1000
374,14,10,100,Hilbert Curve,t.ic.calculate,0.7238192000004346,1000
375,15,10,100,Hilbert Curve,t.generation,0.022569799999473616,1000
375,15,10,100,Hilbert Curve,t.ic.calculate,0.750329900001816,1000
376,16,10,100,Hilbert Curve,t.generation,0.02340639999965788,1000
376,16,10,100,Hilbert Curve,t.ic.calculate,0.7000977999996394,1000
377,17,10,100,Hilbert Curve,t.generation,0.02252569999836851,1000
377,17,10,100,Hilbert Curve,t.ic.calculate,0.7065253000000666,1000
378,18,10,100,Hilbert Curve,t.generation,0.02293400000053225,1000
378,18,10,100,Hilbert Curve,t.ic.calculate,0.7430925000007846,1000
379,19,10,100,Hilbert Curve,t.generation,0.02271110000219778,1000
379,19,10,100,Hilbert Curve,t.ic.calculate,0.6952870999994047,1000
380,20,10,100,Hilbert Curve,t.generation,0.02255239999794867,1000
380,20,10,100,Hilbert Curve,t.ic.calculate,0.8688855000000331,1000
381,21,10,100,Hilbert Curve,t.generation,0.022870400000101654,1000
381,21,10,100,Hilbert Curve,t.ic.calculate,0.6610814000014216,1000
382,22,10,100,Hilbert Curve,t.generation,0.023031900000205496,1000
382,22,10,100,Hilbert Curve,t.ic.calculate,0.6421554000007745,1000
383,23,10,100,Hilbert Curve,t.generation,0.022951999999349937,1000
383,23,10,100,Hilbert Curve,t.ic.calculate,0.6666313000023365,1000
384,24,10,100,Hilbert Curve,t.generation,0.022918700000445824,1000
384,24,10,100,Hilbert Curve,t.ic.calculate,0.718781300001865,1000
385,1,10,316,Latin Hypercube (nn),t.generation,0.0011085000005550683,3160
385,1,10,316,Latin Hypercube (nn),t.ic.calculate,2.1812353000022995,3160
386,2,10,316,Latin Hypercube (nn),t.generation,0.0010970000002998859,3160
386,2,10,316,Latin Hypercube (nn),t.ic.calculate,3.003968100001657,3160
387,3,10,316,Latin Hypercube (nn),t.generation,0.00101379999978235,3160
387,3,10,316,Latin Hypercube (nn),t.ic.calculate,2.2963646999996854,3160
388,4,10,316,Latin Hypercube (nn),t.generation,0.0009356000009574927,3160
388,4,10,316,Latin Hypercube (nn),t.ic.calculate,2.3871108000021195,3160
389,5,10,316,Latin Hypercube (nn),t.generation,0.001116100000217557,3160
389,5,10,316,Latin Hypercube (nn),t.ic.calculate,2.120237700000871,3160
390,6,10,316,Latin Hypercube (nn),t.generation,0.0010726000000431668,3160
390,6,10,316,Latin Hypercube (nn),t.ic.calculate,2.775564600000507,3160
391,7,10,316,Latin Hypercube (nn),t.generation,0.0011150999998790212,3160
391,7,10,316,Latin Hypercube (nn),t.ic.calculate,2.3767473000007158,3160
392,8,10,316,Latin Hypercube (nn),t.generation,0.001000299998850096,3160
392,8,10,316,Latin Hypercube (nn),t.ic.calculate,2.726722100000188,3160
393,9,10,316,Latin Hypercube (nn),t.generation,0.0010297999979229644,3160
393,9,10,316,Latin Hypercube (nn),t.ic.calculate,2.6999499000012293,3160
394,10,10,316,Latin Hypercube (nn),t.generation,0.000983099998848047,3160
394,10,10,316,Latin Hypercube (nn),t.ic.calculate,3.023198200000479,3160
395,11,10,316,Latin Hypercube (nn),t.generation,0.001076100001228042,3160
395,11,10,316,Latin Hypercube (nn),t.ic.calculate,2.995620899997448,3160
396,12,10,316,Latin Hypercube (nn),t.generation,0.000975899998593377,3160
396,12,10,316,Latin Hypercube (nn),t.ic.calculate,3.262530899999547,3160
397,13,10,316,Latin Hypercube (nn),t.generation,0.0009934000008797739,3160
397,13,10,316,Latin Hypercube (nn),t.ic.calculate,2.308754699999554,3160
398,14,10,316,Latin Hypercube (nn),t.generation,0.001044799999363022,3160
398,14,10,316,Latin Hypercube (nn),t.ic.calculate,2.229620900001464,3160
399,15,10,316,Latin Hypercube (nn),t.generation,0.0010927000002993736,3160
399,15,10,316,Latin Hypercube (nn),t.ic.calculate,2.3115355000009004,3160
400,16,10,316,Latin Hypercube (nn),t.generation,0.001098100001399871,3160
400,16,10,316,Latin Hypercube (nn),t.ic.calculate,2.1685152999998536,3160
401,17,10,316,Latin Hypercube (nn),t.generation,0.0010157999968214426,3160
401,17,10,316,Latin Hypercube (nn),t.ic.calculate,2.189177100000961,3160
402,18,10,316,Latin Hypercube (nn),t.generation,0.0011260999999649357,3160
402,18,10,316,Latin Hypercube (nn),t.ic.calculate,2.309561500002019,3160
403,19,10,316,Latin Hypercube (nn),t.generation,0.0010756999981822446,3160
403,19,10,316,Latin Hypercube (nn),t.ic.calculate,2.1554333999993105,3160
404,20,10,316,Latin Hypercube (nn),t.generation,0.0010852999985218048,3160
404,20,10,316,Latin Hypercube (nn),t.ic.calculate,2.653467299998738,3160
405,21,10,316,Latin Hypercube (nn),t.generation,0.0010610999997879844,3160
405,21,10,316,Latin Hypercube (nn),t.ic.calculate,2.0745587999990676,3160
406,22,10,316,Latin Hypercube (nn),t.generation,0.001099700002669124,3160
406,22,10,316,Latin Hypercube (nn),t.ic.calculate,1.9744241000007605,3160
407,23,10,316,Latin Hypercube (nn),t.generation,0.0011110000014014076,3160
407,23,10,316,Latin Hypercube (nn),t.ic.calculate,2.068621099999291,3160
408,24,10,316,Latin Hypercube (nn),t.generation,0.0009095999994315207,3160
408,24,10,316,Latin Hypercube (nn),t.ic.calculate,2.218106299998908,3160
409,1,10,316,Latin Hypercube (hc),t.generation,0.000928999997995561,3160
409,1,10,316,Latin Hypercube (hc),t.ic.calculate,2.273347599999397,3160
410,2,10,316,Latin Hypercube (hc),t.generation,0.0009805999980017077,3160
410,2,10,316,Latin Hypercube (hc),t.ic.calculate,3.136222599998291,3160
411,3,10,316,Latin Hypercube (hc),t.generation,0.0009133000021392945,3160
411,3,10,316,Latin Hypercube (hc),t.ic.calculate,2.375412100001995,3160
412,4,10,316,Latin Hypercube (hc),t.generation,0.0014333000035549048,3160
412,4,10,316,Latin Hypercube (hc),t.ic.calculate,2.502711900000577,3160
413,5,10,316,Latin Hypercube (hc),t.generation,0.000947600001381943,3160
413,5,10,316,Latin Hypercube (hc),t.ic.calculate,2.2397206999994523,3160
414,6,10,316,Latin Hypercube (hc),t.generation,0.0010192999980063178,3160
414,6,10,316,Latin Hypercube (hc),t.ic.calculate,2.862481000000116,3160
415,7,10,316,Latin Hypercube (hc),t.generation,0.0010879000001295935,3160
415,7,10,316,Latin Hypercube (hc),t.ic.calculate,2.451673600000504,3160
416,8,10,316,Latin Hypercube (hc),t.generation,0.001126200000726385,3160
416,8,10,316,Latin Hypercube (hc),t.ic.calculate,2.843338599999697,3160
417,9,10,316,Latin Hypercube (hc),t.generation,0.001080599999113474,3160
417,9,10,316,Latin Hypercube (hc),t.ic.calculate,2.8062795999976515,3160
418,10,10,316,Latin Hypercube (hc),t.generation,0.0010901999994530343,3160
418,10,10,316,Latin Hypercube (hc),t.ic.calculate,3.1474169000030088,3160
419,11,10,316,Latin Hypercube (hc),t.generation,0.0009422000002814457,3160
419,11,10,316,Latin Hypercube (hc),t.ic.calculate,3.078279000001203,3160
420,12,10,316,Latin Hypercube (hc),t.generation,0.0010551999985182192,3160
420,12,10,316,Latin Hypercube (hc),t.ic.calculate,3.3979755000000296,3160
421,13,10,316,Latin Hypercube (hc),t.generation,0.0010058000007120427,3160
421,13,10,316,Latin Hypercube (hc),t.ic.calculate,2.444215899999108,3160
422,14,10,316,Latin Hypercube (hc),t.generation,0.0010440000005473848,3160
422,14,10,316,Latin Hypercube (hc),t.ic.calculate,2.331271499999275,3160
423,15,10,316,Latin Hypercube (hc),t.generation,0.0010412999981781468,3160
423,15,10,316,Latin Hypercube (hc),t.ic.calculate,2.4102759000015794,3160
424,16,10,316,Latin Hypercube (hc),t.generation,0.0010946000002149958,3160
424,16,10,316,Latin Hypercube (hc),t.ic.calculate,2.249900599999819,3160
425,17,10,316,Latin Hypercube (hc),t.generation,0.00105729999995674,3160
425,17,10,316,Latin Hypercube (hc),t.ic.calculate,2.2697952999988047,3160
426,18,10,316,Latin Hypercube (hc),t.generation,0.0010867999990296084,3160
426,18,10,316,Latin Hypercube (hc),t.ic.calculate,2.3821828000000096,3160
427,19,10,316,Latin Hypercube (hc),t.generation,0.000954999999521533,3160
427,19,10,316,Latin Hypercube (hc),t.ic.calculate,2.248137799997494,3160
428,20,10,316,Latin Hypercube (hc),t.generation,0.0014854000000923406,3160
428,20,10,316,Latin Hypercube (hc),t.ic.calculate,2.7542734000016935,3160
429,21,10,316,Latin Hypercube (hc),t.generation,0.0009844000014709309,3160
429,21,10,316,Latin Hypercube (hc),t.ic.calculate,2.1086964000023727,3160
430,22,10,316,Latin Hypercube (hc),t.generation,0.0009376999987580348,3160
430,22,10,316,Latin Hypercube (hc),t.ic.calculate,2.068057600001339,3160
431,23,10,316,Latin Hypercube (hc),t.generation,0.0009781000007933471,3160
431,23,10,316,Latin Hypercube (hc),t.ic.calculate,2.1351071999997657,3160
432,24,10,316,Latin Hypercube (hc),t.generation,0.0010846999975910876,3160
432,24,10,316,Latin Hypercube (hc),t.ic.calculate,2.304154400000698,3160
433,1,10,316,Latin Hypercube (rnd),t.generation,0.0010069000018120278,3160
433,1,10,316,Latin Hypercube (rnd),t.ic.calculate,2.0446761999992304,3160
434,2,10,316,Latin Hypercube (rnd),t.generation,0.0010905999988608528,3160
434,2,10,316,Latin Hypercube (rnd),t.ic.calculate,2.9510846999983187,3160
435,3,10,316,Latin Hypercube (rnd),t.generation,0.0011142000003019348,3160
435,3,10,316,Latin Hypercube (rnd),t.ic.calculate,2.1873782999973628,3160
436,4,10,316,Latin Hypercube (rnd),t.generation,0.0011049000022467226,3160
436,4,10,316,Latin Hypercube (rnd),t.ic.calculate,2.319365300001664,3160
437,5,10,316,Latin Hypercube (rnd),t.generation,0.001047999998263549,3160
437,5,10,316,Latin Hypercube (rnd),t.ic.calculate,2.0582517000002554,3160
438,6,10,316,Latin Hypercube (rnd),t.generation,0.0009930000014719553,3160
438,6,10,316,Latin Hypercube (rnd),t.ic.calculate,2.6991916000006313,3160
439,7,10,316,Latin Hypercube (rnd),t.generation,0.00090970000019297,3160
439,7,10,316,Latin Hypercube (rnd),t.ic.calculate,2.272203399999853,3160
440,8,10,316,Latin Hypercube (rnd),t.generation,0.0010556000015640166,3160
440,8,10,316,Latin Hypercube (rnd),t.ic.calculate,2.63471870000285,3160
441,9,10,316,Latin Hypercube (rnd),t.generation,0.000995800000964664,3160
441,9,10,316,Latin Hypercube (rnd),t.ic.calculate,2.6190486999985296,3160
442,10,10,316,Latin Hypercube (rnd),t.generation,0.0009474000034970231,3160
442,10,10,316,Latin Hypercube (rnd),t.ic.calculate,2.985612800002855,3160
443,11,10,316,Latin Hypercube (rnd),t.generation,0.0010110000002896413,3160
443,11,10,316,Latin Hypercube (rnd),t.ic.calculate,2.8995351000012306,3160
444,12,10,316,Latin Hypercube (rnd),t.generation,0.0014007999998284504,3160
444,12,10,316,Latin Hypercube (rnd),t.ic.calculate,3.182899700001144,3160
445,13,10,316,Latin Hypercube (rnd),t.generation,0.0009407000034116209,3160
445,13,10,316,Latin Hypercube (rnd),t.ic.calculate,2.244232400000328,3160
446,14,10,316,Latin Hypercube (rnd),t.generation,0.0010360999986005481,3160
446,14,10,316,Latin Hypercube (rnd),t.ic.calculate,2.129021600001579,3160
447,15,10,316,Latin Hypercube (rnd),t.generation,0.0010767999992822297,3160
447,15,10,316,Latin Hypercube (rnd),t.ic.calculate,2.225870300000679,3160
448,16,10,316,Latin Hypercube (rnd),t.generation,0.0010425000000395812,3160
448,16,10,316,Latin Hypercube (rnd),t.ic.calculate,2.0487020000000484,3160
449,17,10,316,Latin Hypercube (rnd),t.generation,0.0009324999991804361,3160
449,17,10,316,Latin Hypercube (rnd),t.ic.calculate,2.1006975999989663,3160
450,18,10,316,Latin Hypercube (rnd),t.generation,0.0010856000008061528,3160
450,18,10,316,Latin Hypercube (rnd),t.ic.calculate,2.208353199999692,3160
451,19,10,316,Latin Hypercube (rnd),t.generation,0.0010814999986905605,3160
451,19,10,316,Latin Hypercube (rnd),t.ic.calculate,2.0356776000007812,3160
452,20,10,316,Latin Hypercube (rnd),t.generation,0.00109359999987646,3160
452,20,10,316,Latin Hypercube (rnd),t.ic.calculate,2.5798448999994434,3160
453,21,10,316,Latin Hypercube (rnd),t.generation,0.0010791000022436492,3160
453,21,10,316,Latin Hypercube (rnd),t.ic.calculate,1.9055148000006739,3160
454,22,10,316,Latin Hypercube (rnd),t.generation,0.0011077999988629017,3160
454,22,10,316,Latin Hypercube (rnd),t.ic.calculate,1.8522096999986388,3160
455,23,10,316,Latin Hypercube (rnd),t.generation,0.0009128999990934972,3160
455,23,10,316,Latin Hypercube (rnd),t.ic.calculate,1.9339150999985577,3160
456,24,10,316,Latin Hypercube (rnd),t.generation,0.0011699000024236739,3160
456,24,10,316,Latin Hypercube (rnd),t.ic.calculate,2.1224051999997755,3160
457,1,10,316,Hilbert Curve,t.generation,0.06888229999822215,3160
457,1,10,316,Hilbert Curve,t.ic.calculate,2.0750781999995525,3160
458,2,10,316,Hilbert Curve,t.generation,0.07011469999997644,3160
458,2,10,316,Hilbert Curve,t.ic.calculate,2.941696199999569,3160
459,3,10,316,Hilbert Curve,t.generation,0.06958440000016708,3160
459,3,10,316,Hilbert Curve,t.ic.calculate,2.1897019000025466,3160
460,4,10,316,Hilbert Curve,t.generation,0.07011860000056913,3160
460,4,10,316,Hilbert Curve,t.ic.calculate,2.3009032999980263,3160
461,5,10,316,Hilbert Curve,t.generation,0.07012519999989308,3160
461,5,10,316,Hilbert Curve,t.ic.calculate,2.07627450000291,3160
462,6,10,316,Hilbert Curve,t.generation,0.07048670000222046,3160
462,6,10,316,Hilbert Curve,t.ic.calculate,2.6893352000006416,3160
463,7,10,316,Hilbert Curve,t.generation,0.07009499999912805,3160
463,7,10,316,Hilbert Curve,t.ic.calculate,2.274052099997789,3160
464,8,10,316,Hilbert Curve,t.generation,0.07043519999933778,3160
464,8,10,316,Hilbert Curve,t.ic.calculate,2.653287299999647,3160
465,9,10,316,Hilbert Curve,t.generation,0.07034670000211918,3160
465,9,10,316,Hilbert Curve,t.ic.calculate,2.62760370000251,3160
466,10,10,316,Hilbert Curve,t.generation,0.0757153999984439,3160
466,10,10,316,Hilbert Curve,t.ic.calculate,2.956338299998606,3160
467,11,10,316,Hilbert Curve,t.generation,0.07047379999858094,3160
467,11,10,316,Hilbert Curve,t.ic.calculate,2.927414999998291,3160
468,12,10,316,Hilbert Curve,t.generation,0.06991109999944456,3160
468,12,10,316,Hilbert Curve,t.ic.calculate,3.1924900999983947,3160
469,13,10,316,Hilbert Curve,t.generation,0.07107040000119014,3160
469,13,10,316,Hilbert Curve,t.ic.calculate,2.240689600002952,3160
470,14,10,316,Hilbert Curve,t.generation,0.06946950000201468,3160
470,14,10,316,Hilbert Curve,t.ic.calculate,2.1326396000004024,3160
471,15,10,316,Hilbert Curve,t.generation,0.07012100000065402,3160
471,15,10,316,Hilbert Curve,t.ic.calculate,2.277122800001962,3160
472,16,10,316,Hilbert Curve,t.generation,0.07077679999929387,3160
472,16,10,316,Hilbert Curve,t.ic.calculate,2.0808016000009957,3160
473,17,10,316,Hilbert Curve,t.generation,0.0697749000028125,3160
473,17,10,316,Hilbert Curve,t.ic.calculate,2.1051484999989043,3160
474,18,10,316,Hilbert Curve,t.generation,0.07050529999833088,3160
474,18,10,316,Hilbert Curve,t.ic.calculate,2.2018600999981572,3160
475,19,10,316,Hilbert Curve,t.generation,0.07793730000048527,3160
475,19,10,316,Hilbert Curve,t.ic.calculate,2.050581899999088,3160
476,20,10,316,Hilbert Curve,t.generation,0.07093680000252789,3160
476,20,10,316,Hilbert Curve,t.ic.calculate,2.5736071999999695,3160
477,21,10,316,Hilbert Curve,t.generation,0.06923119999919436,3160
477,21,10,316,Hilbert Curve,t.ic.calculate,1.9420009999994363,3160
478,22,10,316,Hilbert Curve,t.generation,0.07002389999979641,3160
478,22,10,316,Hilbert Curve,t.ic.calculate,1.9044958999984374,3160
479,23,10,316,Hilbert Curve,t.generation,0.0695930000001681,3160
479,23,10,316,Hilbert Curve,t.ic.calculate,1.9728360000008252,3160
480,24,10,316,Hilbert Curve,t.generation,0.07150180000098771,3160
480,24,10,316,Hilbert Curve,t.ic.calculate,2.1399199000006774,3160
481,1,10,1000,Latin Hypercube (nn),t.generation,0.002403899998171255,10000
481,1,10,1000,Latin Hypercube (nn),t.ic.calculate,7.759209900003043,10000
482,2,10,1000,Latin Hypercube (nn),t.generation,0.003043900000193389,10000
482,2,10,1000,Latin Hypercube (nn),t.ic.calculate,10.544804199998907,10000
483,3,10,1000,Latin Hypercube (nn),t.generation,0.002622299998620292,10000
483,3,10,1000,Latin Hypercube (nn),t.ic.calculate,8.078654600001755,10000
484,4,10,1000,Latin Hypercube (nn),t.generation,0.0031325000018114224,10000
484,4,10,1000,Latin Hypercube (nn),t.ic.calculate,8.460207900003297,10000
485,5,10,1000,Latin Hypercube (nn),t.generation,0.002387799999269191,10000
485,5,10,1000,Latin Hypercube (nn),t.ic.calculate,7.568225999999413,10000
486,6,10,1000,Latin Hypercube (nn),t.generation,0.0026863000020966865,10000
486,6,10,1000,Latin Hypercube (nn),t.ic.calculate,9.537593400000333,10000
487,7,10,1000,Latin Hypercube (nn),t.generation,0.0024253000010503456,10000
487,7,10,1000,Latin Hypercube (nn),t.ic.calculate,8.266208200002438,10000
488,8,10,1000,Latin Hypercube (nn),t.generation,0.0024322000026586466,10000
488,8,10,1000,Latin Hypercube (nn),t.ic.calculate,9.46661210000093,10000
489,9,10,1000,Latin Hypercube (nn),t.generation,0.0024990000019897707,10000
489,9,10,1000,Latin Hypercube (nn),t.ic.calculate,9.417269699999451,10000
490,10,10,1000,Latin Hypercube (nn),t.generation,0.002299499999935506,10000
490,10,10,1000,Latin Hypercube (nn),t.ic.calculate,10.453617999999551,10000
491,11,10,1000,Latin Hypercube (nn),t.generation,0.002578499999799533,10000
491,11,10,1000,Latin Hypercube (nn),t.ic.calculate,10.289766300000338,10000
492,12,10,1000,Latin Hypercube (nn),t.generation,0.0022686000011162832,10000
492,12,10,1000,Latin Hypercube (nn),t.ic.calculate,11.164148399999249,10000
493,13,10,1000,Latin Hypercube (nn),t.generation,0.0023675000011280645,10000
493,13,10,1000,Latin Hypercube (nn),t.ic.calculate,8.2095754999973,10000
494,14,10,1000,Latin Hypercube (nn),t.generation,0.0034209999976155814,10000
494,14,10,1000,Latin Hypercube (nn),t.ic.calculate,7.836992900000041,10000
495,15,10,1000,Latin Hypercube (nn),t.generation,0.0024172999983420596,10000
495,15,10,1000,Latin Hypercube (nn),t.ic.calculate,8.13669149999987,10000
496,16,10,1000,Latin Hypercube (nn),t.generation,0.0023342999993474223,10000
496,16,10,1000,Latin Hypercube (nn),t.ic.calculate,7.77101330000005,10000
497,17,10,1000,Latin Hypercube (nn),t.generation,0.002432299999782117,10000
497,17,10,1000,Latin Hypercube (nn),t.ic.calculate,7.79841690000103,10000
498,18,10,1000,Latin Hypercube (nn),t.generation,0.002317000002221903,10000
498,18,10,1000,Latin Hypercube (nn),t.ic.calculate,8.155982899999799,10000
499,19,10,1000,Latin Hypercube (nn),t.generation,0.002305100002558902,10000
499,19,10,1000,Latin Hypercube (nn),t.ic.calculate,7.651376000001619,10000
500,20,10,1000,Latin Hypercube (nn),t.generation,0.002421699999104021,10000
500,20,10,1000,Latin Hypercube (nn),t.ic.calculate,9.244469900000695,10000
501,21,10,1000,Latin Hypercube (nn),t.generation,0.0024497000013070647,10000
501,21,10,1000,Latin Hypercube (nn),t.ic.calculate,7.232183899999654,10000
502,22,10,1000,Latin Hypercube (nn),t.generation,0.0024062000011326745,10000
502,22,10,1000,Latin Hypercube (nn),t.ic.calculate,7.0298494000016944,10000
503,23,10,1000,Latin Hypercube (nn),t.generation,0.0025943000000552274,10000
503,23,10,1000,Latin Hypercube (nn),t.ic.calculate,7.443358500000613,10000
504,24,10,1000,Latin Hypercube (nn),t.generation,0.002320700001291698,10000
504,24,10,1000,Latin Hypercube (nn),t.ic.calculate,7.849456899999495,10000
505,1,10,1000,Latin Hypercube (hc),t.generation,0.0022974999992584344,10000
505,1,10,1000,Latin Hypercube (hc),t.ic.calculate,7.032977599999867,10000
506,2,10,1000,Latin Hypercube (hc),t.generation,0.0029040999979770277,10000
506,2,10,1000,Latin Hypercube (hc),t.ic.calculate,9.774278299999423,10000
507,3,10,1000,Latin Hypercube (hc),t.generation,0.00230089999968186,10000
507,3,10,1000,Latin Hypercube (hc),t.ic.calculate,7.437751599998592,10000
508,4,10,1000,Latin Hypercube (hc),t.generation,0.0023805000018910505,10000
508,4,10,1000,Latin Hypercube (hc),t.ic.calculate,7.8098576000011235,10000
509,5,10,1000,Latin Hypercube (hc),t.generation,0.0025131999973382335,10000
509,5,10,1000,Latin Hypercube (hc),t.ic.calculate,7.081165100000362,10000
510,6,10,1000,Latin Hypercube (hc),t.generation,0.002378000001044711,10000
510,6,10,1000,Latin Hypercube (hc),t.ic.calculate,8.974741500001983,10000
511,7,10,1000,Latin Hypercube (hc),t.generation,0.0024260999998659827,10000
511,7,10,1000,Latin Hypercube (hc),t.ic.calculate,7.68791119999878,10000
512,8,10,1000,Latin Hypercube (hc),t.generation,0.0023082000006979797,10000
512,8,10,1000,Latin Hypercube (hc),t.ic.calculate,8.911111800000072,10000
513,9,10,1000,Latin Hypercube (hc),t.generation,0.0023927000002004206,10000
513,9,10,1000,Latin Hypercube (hc),t.ic.calculate,8.805460499999754,10000
514,10,10,1000,Latin Hypercube (hc),t.generation,0.002420299999357667,10000
514,10,10,1000,Latin Hypercube (hc),t.ic.calculate,9.82751140000255,10000
515,11,10,1000,Latin Hypercube (hc),t.generation,0.0026929000014206395,10000
515,11,10,1000,Latin Hypercube (hc),t.ic.calculate,9.680040600000211,10000
516,12,10,1000,Latin Hypercube (hc),t.generation,0.0025408000001334585,10000
516,12,10,1000,Latin Hypercube (hc),t.ic.calculate,10.561928099999932,10000
517,13,10,1000,Latin Hypercube (hc),t.generation,0.0024332000029971823,10000
517,13,10,1000,Latin Hypercube (hc),t.ic.calculate,7.58977650000088,10000
518,14,10,1000,Latin Hypercube (hc),t.generation,0.003456999998888932,10000
518,14,10,1000,Latin Hypercube (hc),t.ic.calculate,7.282645399998728,10000
519,15,10,1000,Latin Hypercube (hc),t.generation,0.0022921999989193864,10000
519,15,10,1000,Latin Hypercube (hc),t.ic.calculate,7.581393500000559,10000
520,16,10,1000,Latin Hypercube (hc),t.generation,0.0023676999990129843,10000
520,16,10,1000,Latin Hypercube (hc),t.ic.calculate,7.064517900002102,10000
521,17,10,1000,Latin Hypercube (hc),t.generation,0.003614900000684429,10000
521,17,10,1000,Latin Hypercube (hc),t.ic.calculate,7.176190000001952,10000
522,18,10,1000,Latin Hypercube (hc),t.generation,0.0024459000014758203,10000
522,18,10,1000,Latin Hypercube (hc),t.ic.calculate,7.504151000001002,10000
523,19,10,1000,Latin Hypercube (hc),t.generation,0.002325699999346398,10000
523,19,10,1000,Latin Hypercube (hc),t.ic.calculate,7.085343200000352,10000
524,20,10,1000,Latin Hypercube (hc),t.generation,0.002465900000970578,10000
524,20,10,1000,Latin Hypercube (hc),t.ic.calculate,8.721776000002137,10000
525,21,10,1000,Latin Hypercube (hc),t.generation,0.0025492999993730336,10000
525,21,10,1000,Latin Hypercube (hc),t.ic.calculate,6.65238170000157,10000
526,22,10,1000,Latin Hypercube (hc),t.generation,0.0029848999984096736,10000
526,22,10,1000,Latin Hypercube (hc),t.ic.calculate,6.496475199997803,10000
527,23,10,1000,Latin Hypercube (hc),t.generation,0.002673099999810802,10000
527,23,10,1000,Latin Hypercube (hc),t.ic.calculate,6.770149799998762,10000
528,24,10,1000,Latin Hypercube (hc),t.generation,0.0030312999988382217,10000
528,24,10,1000,Latin Hypercube (hc),t.ic.calculate,7.284953399997903,10000
529,1,10,1000,Latin Hypercube (rnd),t.generation,0.0027492999979585875,10000
529,1,10,1000,Latin Hypercube (rnd),t.ic.calculate,6.369660399999702,10000
530,2,10,1000,Latin Hypercube (rnd),t.generation,0.002419799999188399,10000
530,2,10,1000,Latin Hypercube (rnd),t.ic.calculate,9.168320500000846,10000
531,3,10,1000,Latin Hypercube (rnd),t.generation,0.002340099999855738,10000
531,3,10,1000,Latin Hypercube (rnd),t.ic.calculate,6.784553099998448,10000
532,4,10,1000,Latin Hypercube (rnd),t.generation,0.0025480000003881287,10000
532,4,10,1000,Latin Hypercube (rnd),t.ic.calculate,7.103412299999036,10000
533,5,10,1000,Latin Hypercube (rnd),t.generation,0.0024416999985987786,10000
533,5,10,1000,Latin Hypercube (rnd),t.ic.calculate,6.476567199999408,10000
534,6,10,1000,Latin Hypercube (rnd),t.generation,0.0026962999982060865,10000
534,6,10,1000,Latin Hypercube (rnd),t.ic.calculate,8.470584599999711,10000
535,7,10,1000,Latin Hypercube (rnd),t.generation,0.002479399998264853,10000
535,7,10,1000,Latin Hypercube (rnd),t.ic.calculate,7.068268300001364,10000
536,8,10,1000,Latin Hypercube (rnd),t.generation,0.002444399997330038,10000
536,8,10,1000,Latin Hypercube (rnd),t.ic.calculate,8.222779799998534,10000
537,9,10,1000,Latin Hypercube (rnd),t.generation,0.002420100001472747,10000
537,9,10,1000,Latin Hypercube (rnd),t.ic.calculate,8.08820679999917,10000
